PC1,PC2,PC3,PC4,PC5,genus,era,length,organism,cluster
0.8079226439220599,0.5374495716443765,0.008439023253395938,-0.09991421590663381,2.0068168801153137,Bacillus,2021-2025,383,Bacillus pumilus,2
0.9284634137056202,0.4416685632023583,0.02214419426306315,-0.12063272781564312,1.6893310459407125,Bacillus,2021-2025,379,Bacillus licheniformis,2
0.9981757078038089,0.5565239998998585,0.03474012245988566,-0.11767153126454602,1.694729183090231,Bacillus,2021-2025,397,Bacillus sp. (in: firmicutes),2
0.5376214064997112,-0.19920115473029856,-0.04783910515153169,-0.13753403757501995,1.6592788363762108,Bacillus,2021-2025,285,Bacillus sp. (in: firmicutes),2
1.0252812792487191,0.30685814854034205,0.031574526794651205,-0.1423643519123539,1.3700120903918565,Bacillus,2021-2025,369,Bacillus subtilis,2
1.001462424814026,0.2676816445975014,0.02728462877978813,-0.14338261203569003,1.3681723000917931,Bacillus,2021-2025,363,Bacillus velezensis,2
1.0646135038226932,0.37159142580485865,0.03866693354065017,-0.14068688121780032,1.3730529783843237,Bacillus,2021-2025,379,Bacillus licheniformis,2
0.7310712042345444,-0.1756693797441685,-0.021128188548051163,-0.15507656241131387,1.3473826112960146,Bacillus,2021-2025,298,Bacillus subtilis,2
0.669311332057748,-0.2765594554593971,-0.032108310956036216,-0.15778420963111603,1.3426600554174737,Bacillus,2021-2025,284,Bacillus licheniformis,2
-0.03935783261521426,-1.4228597243729166,-0.15574361150072685,-0.18996320239175485,1.2892583030467875,Bacillus,2021-2025,149,Bacillus thuringiensis,0
1.21247705369224,0.32080210984745133,0.05730386441793924,-0.16024241863701255,1.057681185448122,Bacillus,2021-2025,382,Bacillus velezensis,2
1.21247705369224,0.32080210984745133,0.05730386441793924,-0.16024241863701255,1.057681185448122,Bacillus,2021-2025,382,Bacillus sp. (in: firmicutes),2
0.7421783800502901,-0.44986178454149556,-0.02680475805123168,-0.18062773161814816,1.021553565522797,Bacillus,2021-2025,270,Bacillus cereus group sp.,0
0.8541079723142788,-0.2671804160967275,-0.006939351499625458,-0.1757044374384378,1.0301009730400015,Bacillus,2021-2025,295,Bacillus cereus group sp.,2
1.2704758880379545,0.4163697251048591,0.06778560101505968,-0.15777983806886034,1.0621730479774536,Bacillus,2021-2025,397,Bacillus cereus group sp.,2
1.2704758880379545,0.4163697251048591,0.06778560101505968,-0.15777983806886034,1.0621730479774536,Bacillus,2021-2025,397,Bacillus cereus group sp.,2
1.2704758880379545,0.4163697251048591,0.06778560101505968,-0.15777983806886034,1.0621730479774536,Bacillus,2021-2025,397,Bacillus cereus group sp.,2
1.2704758880379545,0.4163697251048591,0.06778560101505968,-0.15777983806886034,1.0621730479774536,Bacillus,2021-2025,397,Bacillus cereus group sp.,2
1.2704758880379545,0.4163697251048591,0.06778560101505968,-0.15777983806886034,1.0621730479774536,Bacillus,2021-2025,397,Bacillus cereus group sp.,2
1.2704758880379545,0.4163697251048591,0.06778560101505968,-0.15777983806886034,1.0621730479774536,Bacillus,2021-2025,397,Bacillus cereus group sp.,2
1.2704758880379545,0.4163697251048591,0.06778560101505968,-0.15777983806886034,1.0621730479774536,Bacillus,2021-2025,397,Bacillus cereus group sp.,2
1.2704758880379545,0.4163697251048591,0.06778560101505968,-0.15777983806886034,1.0621730479774536,Bacillus,2021-2025,397,Bacillus cereus group sp.,2
0.5761775854158832,-0.7198722164110006,-0.05607587753920724,-0.18801927455831008,1.0089408515613818,Bacillus,2021-2025,235,Bacillus cereus group sp.,0
0.6320363618316317,-0.9201362000335346,-0.05362563033170596,-0.2116887694750069,0.686590790213595,Bacillus,2021-2025,219,Bacillus sp. (in: firmicutes),0
0.9726726586050805,-0.36599088564885646,0.00645567003837418,-0.19652897050468324,0.7124777930860571,Bacillus,2021-2025,291,Bacillus sp. (in: firmicutes),2
1.2975814594828645,0.16670387374534287,0.06462000534982523,-0.1824726587166682,0.737455955279079,Bacillus,2021-2025,369,Bacillus mojavensis,2
1.3290829183299355,0.21854519401102177,0.07029953065235445,-0.1811287678953562,0.739891145520633,Bacillus,2021-2025,377,Bacillus licheniformis,2
1.3290829183299355,0.21854519401102177,0.07029953065235445,-0.1811287678953562,0.739891145520633,Bacillus,2021-2025,377,Bacillus paralicheniformis,2
1.2975814594828645,0.16670387374534287,0.06462000534982523,-0.1824726587166682,0.737455955279079,Bacillus,2021-2025,369,Bacillus tequilensis,2
1.2296455712426833,0.05501522836860236,0.05239480200515081,-0.18538182607797007,0.7322119994690124,Bacillus,2021-2025,352,Bacillus pumilus,2
1.2975814594828645,0.16670387374534287,0.06462000534982523,-0.1824726587166682,0.737455955279079,Bacillus,2021-2025,369,Bacillus tequilensis,2
1.3564145893767858,0.263550516901568,0.07523268597053528,-0.17996531638626154,0.7420058047167017,Bacillus,2021-2025,384,Bacillus pumilus,2
0.41986614212026696,-1.5517042436691357,-0.0974710585367469,-0.24774777408305199,0.34419878947774546,Bacillus,2016-2020,157,Bacillus sp. (in: firmicutes),0
0.4446360468563901,-1.511956616733081,-0.0932157218632677,-0.24659193039205504,0.34604325368926425,Bacillus,2016-2020,161,Bacillus sp. (in: firmicutes),0
0.45687564131950226,-1.4923056461366753,-0.09111086768270517,-0.2460218073128297,0.3469553828338826,Bacillus,2016-2020,163,Bacillus sp. (in: firmicutes),0
0.4507677088891223,-1.5021129419434551,-0.09216143257342366,-0.2463062322801742,0.3465001429131483,Bacillus,2016-2020,162,Bacillus sp. (in: firmicutes),0
1.4808770753946559,0.17422519641749187,0.08964529173464539,-0.20051669855959295,0.42482325961239686,Bacillus,2016-2020,381,Bacillus subtilis,2
1.609213864290984,0.09128287621486028,0.10475789065099819,-0.22090349482642893,0.10794070815876927,Bacillus,2016-2020,379,Bacillus sp. LCB12,2
1.7453639544080566,0.02120573881736073,0.12128062992858521,-0.2409576482285861,-0.20833735939761935,Bacillus,2016-2020,379,Bacillus licheniformis,2
1.7539925752320127,-0.25856024238131264,0.11484738682527082,-0.26646868195604834,-0.5344615305945691,Bacillus,2016-2020,347,Bacillus thuringiensis,2
2.663035904260293,-0.5275630188946839,0.23055982823725146,-0.38284535539513276,-2.425019219083656,Bacillus,2006-2015,370,Bacillus licheniformis,2
2.6511614326183444,-0.5470976817558079,0.22842036556340917,-0.3833526100145085,-2.4259366846800967,Bacillus,2006-2015,367,Bacillus cereus,2
3.007662465427885,-0.8427353969403266,0.2686401709250266,-0.44573963448449844,-3.37878085055763,Bacillus,2006-2015,354,Bacillus subtilis,2
2.033273454975714,-0.09324466493312003,0.15714367675167898,-0.28040159652604824,-0.8396857278921835,Bacillus,2016-2020,383,Bacillus pumilus,2
2.033273454975714,-0.09324466493312003,0.15714367675167898,-0.28040159652604824,-0.8396857278921835,Bacillus,2016-2020,383,Bacillus pumilus,2
2.0019849533811405,-0.144759508247334,0.15149757543127998,-0.28173406172975135,-0.8421061167450724,Bacillus,2016-2020,375,Bacillus subtilis,2
2.0019849533811405,-0.144759508247334,0.15149757543127998,-0.28173406172975135,-0.8421061167450724,Bacillus,2016-2020,375,Bacillus subtilis,2
2.165527684511748,-0.16973785193504573,0.1729630393610483,-0.30062149245211267,-1.156265287446598,Bacillus,2006-2015,382,Bacillus amyloliquefaciens,2
3.0491078516439445,-0.5973461365505264,-2.9843147446465648,8.842475713984847,-1.4243782729154137,Bacillus,2006-2015,383,Bacillus tequilensis,2
2.153814224759274,-0.18902567337513806,0.1708488477613462,-0.30112010843505754,-1.1571715620667848,Bacillus,2006-2015,379,Bacillus licheniformis,2
2.153814224759274,-0.18902567337513806,0.1708488477613462,-0.30112010843505754,-1.1571715620667848,Bacillus,2006-2015,379,Bacillus licheniformis,2
2.222826923221233,-0.3695673103276639,0.17527170901320138,-0.3240405881281326,-1.4786380866973918,Bacillus,2006-2015,362,Bacillus subtilis,2
2.2899643148763467,-0.2591028107726377,0.1873715870389332,-0.3211742618372147,-1.4734496296231734,Bacillus,2006-2015,379,Bacillus licheniformis,2
2.562264495110492,-0.3992570855676369,0.22041706559410723,-0.361282568641529,-2.106005764735951,Bacillus,2006-2015,379,Bacillus licheniformis,2
2.5790098693913728,-0.6656926724700387,0.2154415901669014,-0.3864446786349243,-2.431504360880342,Bacillus,2006-2015,349,Bacillus licheniformis,2
2.4378278647458935,-0.30989212673004496,0.20600851791622232,-0.340729799256427,-1.7888214225593753,Bacillus,2006-2015,382,Bacillus velezensis,2
2.6984145852275647,-0.4693342229651365,0.23693980487169425,-0.3813367220436862,-2.4222838322923397,Bacillus,2006-2015,379,Bacillus sp. MKR1,2
